"","id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"160887","",NA,28000,28000,28000," 36 months"," 16.55%",992.02,"D","D2","Pupil services coordinator ","10+ years","MORTGAGE",101500,"Source Verified","Sep-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","201xx","VA",14.41,4,"Dec-1993",1,16,NA,13,0,10774,"32.8%",37,"w",0,0,33056.6934458216,33056.69,28000,5056.69,0,0,0,"Dec-2016",19021.8,"","May-2019",0,42,1,"Individual",NA,NA,"",0,0,409013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32800,NA,NA,NA,4,31463,11950,17.6,0,0,132,260,1,1,3,99,42,0,16,3,2,7,2,12,15,8,19,7,13,0,0,0,3,81.1,0,0,0,463523,98480,14500,101132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"118655","",NA,29550,29550,29475," 60 months"," 25.78%",880.9,"F","F5","train engineer ","10+ years","MORTGAGE",119000,"Verified","Oct-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","356xx","AL",22.64,0,"Mar-2004",0,49,NA,12,0,11160,"50.7%",33,"f",12568.64,12536.74,37667.09,37571.49,16981.36,20685.73,0,0,0,"May-2019",880.9,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,85640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,10,7137,0,101.3,0,0,126,138,11,6,0,11,68,6,68,0,1,5,1,2,24,6,9,5,12,0,0,0,4,93.9,100,0,0,113533,85640,1800,91533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"347192","",NA,10000,10000,10000," 36 months","  8.18%",314.2,"B","B1","Wrapper operator","10+ years","OWN",75000,"Source Verified","Mar-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","369xx","AL",5.74,0,"Sep-1996",1,35,NA,8,0,2797,"20.3%",32,"w",0,0,11301.89433283,11301.89,10000,1301.89,0,0,0,"Mar-2018",313.98,"","May-2019",0,41,1,"Individual",NA,NA,"",0,735,22689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13800,NA,NA,NA,5,2836,7703,26.6,0,0,222,160,1,1,5,1,41,1,35,2,3,3,3,8,14,5,13,3,8,0,0,0,3,90.6,0,0,0,41041,7779,10500,12201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"389170","",NA,9000,9000,8900," 36 months","  9.49%",288.26,"B","B2","Program Director / Instructor","3 years","RENT",62000,"Not Verified","Jan-2015","Fully Paid","n",NA,"","house","Home buying","016xx","MA",9.79,0,"Jul-1983",0,25,NA,8,0,12352,"61.1%",27,"f",0,0,10368.3295123356,10253.13,9000,1368.33,0,0,0,"Nov-2017",860.49,"","May-2019",0,43,1,"Individual",NA,NA,"",0,0,12352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,0,1544,5970,64.5,0,0,158,378,86,54,0,86,25,NA,25,3,5,7,6,14,8,8,18,7,8,0,0,0,0,74.1,50,0,0,20200,12352,16800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"202321","",NA,24000,24000,24000," 36 months","  8.18%",754.07,"B","B1","SFC/ E-7","10+ years","MORTGAGE",60000,"Source Verified","Jul-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","735xx","OK",13.31,1,"Aug-2001",1,8,NA,5,0,11035,"49.9%",12,"w",0,0,12750.56,12750.56,9292.42,1996.82,0,1461.32,263.0376,"Nov-2016",754.07,"","Apr-2017",0,8,1,"Individual",NA,NA,"",0,0,198760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22100,NA,NA,NA,1,39752,1011,89.9,0,0,155,167,1,1,4,167,NA,1,31,1,1,2,1,2,4,3,4,2,5,0,0,1,1,83.3,100,0,0,227279,20065,10000,14074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"388158","",NA,4000,4000,4000," 36 months"," 14.31%",137.32,"C","C4","Store manager","10+ years","MORTGAGE",62000,"Not Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","330xx","FL",15.99,1,"Apr-2004",0,14,NA,10,0,9281,"66.8%",27,"w",0,0,4940.052011767,4940.05,4000,940.05,0,0,0,"Feb-2018",137.03,"","Jan-2019",0,14,1,"Individual",NA,NA,"",0,0,158260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,NA,NA,3,15826,2197,78.5,0,0,95,129,12,12,1,26,14,2,14,4,4,7,4,13,3,8,22,7,10,0,0,1,1,74.1,75,0,0,174768,30955,10200,27341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"176731","",NA,9000,9000,9000," 36 months","  8.18%",282.78,"B","B1","Administrative ","4 years","RENT",65000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","112xx","NY",19.39,0,"Nov-2000",0,NA,NA,14,0,12890,"43.1%",30,"w",0,0,10200.4418065794,10200.44,9000,1200.44,0,0,0,"Sep-2018",18.43,"","Sep-2018",0,NA,1,"Individual",NA,NA,"",0,220,117691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29900,NA,NA,NA,3,8407,525,93,0,0,145,177,9,5,1,41,NA,7,NA,0,2,9,2,5,7,10,22,9,14,0,0,0,3,100,100,0,0,153772,19929,7500,25732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"260547","",NA,35000,35000,35000," 60 months"," 14.65%",826.24,"C","C5","Store Sales Manager","10+ years","RENT",133000,"Verified","Jun-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","945xx","CA",12.65,0,"Apr-1988",0,NA,NA,8,0,53826,"86.5%",18,"w",9875.95,9875.95,38967.77,38967.77,25124.05,13843.72,0,0,0,"May-2019",826.24,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,80219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62200,NA,NA,NA,0,10027,8374,86.5,0,0,213,136,25,25,0,25,NA,NA,NA,0,5,5,5,10,7,5,10,5,8,0,0,0,0,100,80,0,0,103919,80219,62200,36483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"407725","",NA,2500,2500,2500," 36 months"," 19.99%",92.9,"E","E3","forklift operator","10+ years","RENT",32000,"Not Verified","Jan-2015","Charged Off","n",NA,"","other","Other","655xx","MO",30.05,0,"Jan-2003",1,35,NA,8,0,4192,"61.6%",27,"f",0,0,2875.74,2875.74,1911.33,870.02,15,79.39,14.2902,"Sep-2017",92.9,"","Jan-2018",0,40,1,"Individual",NA,NA,"",0,0,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800,NA,NA,NA,6,1765,1231,69.2,0,0,144,119,5,3,0,5,35,3,35,1,4,5,4,7,17,5,10,5,7,0,0,0,4,81.5,75,0,0,18952,14123,4000,12152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"254805","",NA,20000,20000,20000," 60 months"," 16.55%",492.23,"D","D2","resp therapist ","2 years","RENT",55000,"Source Verified","Jun-2015","Current","n",NA,"","other","Other","306xx","GA",20.01,0,"Nov-2000",0,NA,NA,8,0,4604,"30.1%",22,"w",5826.17,5826.17,23240.14,23240.14,14173.83,9066.31,0,0,0,"May-2019",492.23,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,116311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15300,NA,NA,NA,6,14539,4239,39.4,0,0,175,136,6,5,3,43,NA,17,NA,0,2,4,2,3,13,5,6,4,8,0,0,0,2,100,0,0,0,153277,51742,7000,61868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"333452","",NA,24000,24000,24000," 60 months"," 13.33%",550.14,"C","C3","Estimator/ Technician","10+ years","MORTGAGE",95000,"Verified","Apr-2015","Current","n",NA,"","credit_card","Credit card refinancing","117xx","NY",25.2,2,"Sep-1999",0,6,NA,15,0,21095,"78.1%",42,"w",5666.64,5666.64,26939.09,26939.09,18333.36,8605.73,0,0,0,"May-2019",550.14,"Jun-2019","May-2019",0,6,1,"Individual",NA,NA,"",0,0,46644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,NA,NA,1,3110,4012,80.3,0,0,114,186,27,7,5,49,NA,7,NA,2,7,9,9,15,9,12,27,9,15,0,0,1,1,92.9,77.8,0,0,79510,46644,20400,52510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"323081","",NA,15250,15250,15250," 60 months"," 20.49%",408.21,"E","E4","Juvenile Court Counseler","10+ years","MORTGAGE",45000,"Not Verified","Apr-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","281xx","NC",10.32,2,"Oct-1996",1,11,NA,8,0,8361,"91.9%",20,"w",0,0,15869.71,15869.71,15250,619.71,0,0,0,"Jun-2015",15496.22,"","Nov-2018",0,63,1,"Individual",NA,NA,"",0,203,172127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,NA,NA,NA,3,21516,53,99.2,0,0,222,86,4,4,1,83,22,4,22,2,1,3,1,1,14,3,5,3,8,0,0,0,1,75,100,0,0,211927,9934,6800,12927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"278367","",NA,6000,6000,6000," 36 months","  6.24%",183.19,"A","A2","Associate Veterinarian","2 years","MORTGAGE",89000,"Not Verified","May-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","537xx","WI",27.27,0,"Feb-2003",0,NA,NA,8,0,23310,"81.2%",35,"w",0,0,6586.64091951,6586.64,6000,586.64,0,0,0,"Jan-2018",909.83,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,0,267918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28700,NA,NA,NA,3,33490,4452,81.2,0,0,139,147,4,4,1,102,NA,7,NA,0,3,5,3,4,25,5,9,5,8,0,0,0,2,100,66.7,0,0,287554,178708,23700,169254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"12672","",NA,18525,18525,18525," 60 months"," 18.99%",480.45,"E","E3","Sr EDI Tech Consultant ","5 years","RENT",51500,"Not Verified","Dec-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","840xx","UT",36.59,0,"Oct-1998",1,75,69,18,1,3734,"20.9%",45,"w",0,0,10287.41,10287.41,2909.64,3767.8,0,3609.97,649.794600003,"Feb-2017",480.45,"","Aug-2017",0,75,1,"Individual",NA,NA,"",0,0,58903,3,7,2,3,3,55169,80,4,6,2347,68,17900,0,2,3,9,3272,1653,58.7,0,0,163,206,4,3,3,40,75,5,75,1,1,2,2,10,17,10,24,2,18,0,0,0,6,97.4,50,1,0,86881,58903,4000,68981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"377905","",NA,15000,15000,15000," 36 months"," 12.99%",505.34,"C","C2","Engineering manager","10+ years","MORTGAGE",198000,"Source Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","145xx","NY",12.78,0,"Jun-1987",3,44,NA,21,0,47185,"81.5%",41,"f",0,0,18204.9559050538,18204.96,15000,3204.96,0,0,0,"Jan-2018",1009.28,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,396683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57900,NA,NA,NA,10,18890,0,100.2,0,0,119,332,5,5,3,9,NA,5,NA,0,8,17,8,12,6,18,32,18,21,0,0,0,4,97.6,100,0,0,430318,79748,32700,44418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"8590","",NA,35000,35000,35000," 36 months","  7.89%",1095,"A","A5","Manager","9 years","RENT",149000,"Source Verified","Dec-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","201xx","VA",18.78,0,"Apr-2001",0,62,NA,15,0,19676,"36.5%",40,"w",0,0,39501.233977098,39501.23,35000,4501.23,0,0,0,"Jan-2019",1094.9,"","May-2019",0,69,1,"Individual",NA,NA,"",0,0,78734,2,5,1,2,8,59058,65,3,3,15805,52,53900,2,4,2,5,5249,30924,38.9,0,0,137,176,1,1,5,1,67,8,66,0,5,5,8,14,14,10,21,5,15,0,0,0,4,87.5,12.5,0,0,158271,78734,50600,104371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"217652","",NA,28000,28000,28000," 36 months"," 16.99%",998.14,"D","D3","Manufacturing Engineer","1 year","OWN",70000,"Source Verified","Jul-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","030xx","NH",15.53,0,"Apr-2001",1,39,NA,8,0,14671,"44.3%",17,"w",0,0,34989.7312437558,34989.73,28000,6989.73,0,0,0,"Aug-2017",11958.68,"","Jul-2017",0,39,1,"Individual",NA,NA,"",0,0,35778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33100,NA,NA,NA,2,4472,2424,82.8,0,0,108,171,14,14,3,14,NA,1,NA,2,2,3,3,3,5,6,8,3,8,0,0,0,0,82.4,33.3,0,0,65315,35778,14100,32215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"149264","",NA,14000,14000,13975," 60 months"," 16.99%",347.87,"D","D3","dispatcher","10+ years","OWN",50000,"Source Verified","Sep-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","761xx","TX",36.89,0,"Feb-2000",0,48,NA,9,0,42920,"85.2%",28,"f",0,0,5710.23,5700.03,2119.65,2369.62,0,1220.96,219.7728000044,"Oct-2016",347.87,"","Apr-2017",0,48,1,"Individual",NA,NA,"",0,0,74243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50400,NA,NA,NA,4,8249,5841,84.7,0,0,150,187,56,11,2,61,NA,12,NA,1,4,7,4,6,12,7,14,7,9,0,0,0,3,96.4,75,0,0,85926,74243,38100,35526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"346520","",NA,15000,15000,15000," 36 months","  5.93%",455.86,"A","A1","Registered Respiratory Therapist","1 year","MORTGAGE",62000,"Not Verified","Mar-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","871xx","NM",19.92,0,"Mar-2005",0,33,NA,21,0,14665,"53.3%",35,"w",0,0,16405.762878076,16405.76,15000,1405.76,0,0,0,"Mar-2018",455.6,"","Apr-2019",0,NA,1,"Individual",NA,NA,"",0,0,197000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,NA,NA,NA,5,9381,6303,60.4,0,0,119,120,4,4,2,4,NA,15,33,0,6,10,6,8,12,13,21,10,21,0,0,0,2,94.3,33.3,0,0,221711,43953,15900,28657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"96005","",NA,24000,24000,24000," 60 months"," 19.19%",625.09,"E","E3","Marketing Director","3 years","MORTGAGE",120000,"Source Verified","Oct-2015","Late (31-120 days)","n",NA,"","debt_consolidation","Debt consolidation","600xx","IL",24.33,0,"Sep-1997",3,39,79,23,1,9498,"47.3%",47,"w",10172.98,10172.98,25603.1,25603.1,13827.02,11776.08,0,0,0,"Mar-2019",625.09,"Jun-2019","May-2019",0,39,1,"Individual",NA,NA,"",0,0,290894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100,NA,NA,NA,13,13852,5367,60.8,0,0,203,217,4,3,2,17,NA,0,NA,1,3,8,5,6,22,14,23,8,23,0,0,0,4,97.7,40,1,0,313802,155565,13700,151702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"125753","",NA,12600,12600,12600," 36 months","  9.17%",401.68,"B","B2","Skilled Laborer","< 1 year","MORTGAGE",68000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","020xx","MA",9.65,0,"Sep-2007",1,25,NA,9,0,11604,"56.3%",23,"w",0,0,14447.6073668226,14447.61,12600,1847.61,0,0,0,"Nov-2018",0.2,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,0,293747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20600,NA,NA,NA,3,32639,7996,59.2,0,0,96,56,3,3,1,3,25,2,25,0,2,2,4,5,16,5,6,2,9,0,0,0,2,90.9,25,0,0,313000,19709,19600,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"5326","",NA,7200,7200,7200," 36 months","  7.49%",223.94,"A","A4","Senior Software Engineer","10+ years","MORTGAGE",79990,"Source Verified","Dec-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","194xx","PA",11.14,0,"Feb-1996",0,NA,NA,10,0,9930,"25.9%",34,"w",0,0,8064.278272287,8064.28,7200,864.28,0,0,0,"Jan-2019",223.61,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,194693,2,2,1,3,11,14381,62,2,2,1326,40,38300,1,5,1,5,19469,10474,11.2,0,0,133,238,2,2,2,133,NA,7,NA,0,1,5,1,12,10,7,20,5,10,0,0,0,3,100,0,0,0,240092,24311,11800,23192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"207341","",NA,5000,5000,5000," 36 months","  6.89%",154.14,"A","A3","Billing Analyst","< 1 year","RENT",40850,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","740xx","OK",2.47,0,"Jul-1998",0,NA,NA,4,0,4125,"10.5%",9,"f",0,0,5149.59,5149.59,5000,149.59,0,0,0,"Feb-2016",2228.58,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39100,NA,NA,NA,3,1031,34203,9,0,0,37,204,2,2,0,13,NA,13,NA,0,2,3,3,6,1,4,8,3,4,0,0,0,1,100,0,0,0,39100,4125,37600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"405571","",NA,15000,15000,14975," 36 months"," 11.99%",498.15,"B","B5","Assistant Professor","10+ years","MORTGAGE",52173,"Source Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","354xx","AL",24.75,1,"Oct-1997",1,NA,78,22,1,5261,"47%",66,"f",0,0,17877.8879778176,17848.09,15000,2877.89,0,0,0,"Jan-2018",497.86,"","Dec-2017",0,16,1,"Individual",NA,NA,"",0,0,179065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11250,NA,NA,NA,3,8953,4000,80,0,0,207,176,2,2,0,27,NA,3,NA,0,2,4,3,10,42,4,24,4,20,NA,0,1,2,74,100,1,0,209014,179065,4000,197764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"374658","",NA,14000,14000,14000," 36 months","  7.89%",438,"A","A5","Library Assistant","1 year","RENT",41000,"Not Verified","Feb-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","920xx","CA",11.07,0,"Dec-2006",0,NA,NA,5,0,11406,"76%",8,"f",0,0,15539.1520628576,15539.15,14000,1539.15,0,0,0,"Jan-2017",5909.29,"","Aug-2017",0,NA,1,"Individual",NA,NA,"",0,0,11406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,0,2281,3594,76,0,0,NA,98,38,38,0,40,NA,17,NA,0,5,5,5,8,0,5,8,5,5,0,0,0,0,100,60,0,0,15000,11406,15000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"64726","",NA,25000,25000,25000," 36 months"," 12.05%",830.96,"C","C1","","n/a","RENT",68800,"Verified","Nov-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","946xx","CA",18.77,0,"Jun-1991",0,39,59,12,1,6976,"83%",30,"w",0,0,12578.49,12578.49,7581.98,3196.03,41.55,1758.93,316.6074,"Mar-2017",1661.92,"","Jun-2017",0,39,1,"Individual",NA,NA,"",0,0,19883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,NA,NA,NA,6,1657,738,89.9,0,0,35,293,10,10,0,10,59,10,59,3,8,10,8,21,4,10,25,10,12,0,0,0,2,83.3,87.5,1,0,25389,19883,7300,16989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"147474","",NA,25000,25000,25000," 60 months","  8.18%",509.07,"B","B1","Associate Director, Medical Sciences","< 1 year","MORTGAGE",135000,"Verified","Sep-2015","Current","n",NA,"","credit_card","Credit card refinancing","787xx","TX",13.54,0,"Dec-2001",1,NA,NA,13,0,28258,"84.9%",33,"w",7691.62,7691.62,22404.76,22404.76,17308.38,5096.38,0,0,0,"May-2019",509.07,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,315571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,NA,NA,7,26298,3273,87.1,0,0,133,165,2,2,3,13,NA,2,NA,0,5,8,5,7,14,9,16,8,13,0,0,0,2,100,80,0,0,328397,104178,25400,80683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"34373","",NA,12400,12400,12400," 60 months"," 16.55%",305.18,"D","D2","HR Benefits Specialist","8 years","MORTGAGE",56500,"Source Verified","Dec-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","272xx","NC",28.04,0,"Jan-1993",0,NA,NA,20,0,18823,"41.8%",46,"w",0,0,6407.25,6407.25,1896,2145.44,0,2365.81,425.8458,"Jan-2017",305.18,"","Jul-2017",0,NA,1,"Individual",NA,NA,"",0,658,111551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,2,5578,8199,64.2,0,0,116,275,25,13,7,28,NA,9,NA,0,8,13,9,16,6,18,33,13,20,0,0,0,0,100,55.6,0,0,145380,31762,22900,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"287418","",NA,19450,19450,19450," 36 months","  6.92%",599.85,"A","A4","SubwayTrain Operator","10+ years","MORTGAGE",97000,"Verified","May-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","114xx","NY",8.57,0,"May-1990",1,NA,NA,29,0,21889,"31.3%",44,"w",0,0,21587.054679459,21587.05,19450,2137.05,0,0,0,"May-2018",599.78,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,26002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69900,NA,NA,NA,6,897,34799,34.2,0,0,8,292,7,7,0,7,NA,0,NA,0,12,16,20,31,1,27,41,16,29,0,0,0,4,100,5,0,0,75709,26002,52900,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
