"","Product_ID","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","TC_Code","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"297546","P00042342",1003829,"F","26-35",1,"B","1",0,16,8,16,NA,7969
"340042","P00127542",1004327,"M","36-45",17,"B","1",0,30,1,2,15,15492
"320138","P00252042",1001317,"M","46-50",7,"B","3",1,6,5,14,NA,3442
"246178","P00272842",1001903,"M","36-45",0,"B","1",0,16,5,14,NA,8623
"485935","P00073842",1002905,"M","36-45",17,"B","1",0,22,1,15,17,11719
"369322","P00209842",1002907,"F","36-45",5,"A","4+",0,4,5,8,NA,2055
"524201","P00034042",1002793,"M","36-45",7,"B","3",0,22,1,2,16,11800
"356304","P00126042",1000924,"M","51-55",17,"C","1",1,16,8,14,NA,8118
"131450","P00059442",1002174,"M","51-55",12,"B","1",1,32,6,8,16,16698
"502316","P00108642",1005387,"F","26-35",1,"B","4+",1,16,8,NA,NA,8064
"362662","P00111142",1001812,"F","26-35",12,"A","4+",1,22,1,15,16,11955
"127066","P00259442",1001599,"M","26-35",0,"A","1",0,10,5,NA,NA,5238
"480147","P00303442",1001920,"F","36-45",7,"B","1",0,14,1,8,14,7721
"16963","P00118442",1002645,"M","26-35",7,"A","1",0,30,1,2,NA,15333
"261527","P00132942",1004277,"M","36-45",16,"A","0",0,30,1,NA,NA,15809
"512751","P00289842",1001030,"M","26-35",7,"C","2",1,8,1,16,NA,4032
"179540","P00297742",1003751,"F","36-45",12,"B","4+",0,16,8,17,NA,8110
"152992","P00344542",1005643,"F","36-45",1,"A","3",1,16,16,NA,NA,8104
"347441","P00211142",1005518,"M","51-55",17,"B","3",1,14,5,NA,NA,7107
"247350","P00270942",1002060,"M","0-17",1,"C","3",0,38,1,2,15,19250
"507094","P00154042",1000093,"M","26-35",17,"B","1",1,22,1,2,15,11417
"253875","P00124842",1003201,"M","46-50",7,"B","0",1,14,11,NA,NA,7436
"228438","P00335442",1005213,"M","18-25",0,"C","2",0,8,1,15,NA,4111
"288444","P00117942",1002418,"F","0-17",10,"B","1",0,10,5,15,NA,5295
"500645","P00248742",1005097,"M","55+",16,"C","3",0,14,5,NA,NA,7128
"369465","P00313542",1002921,"M","51-55",1,"C","2",0,16,5,8,NA,8840
"459216","P0097342",1004655,"F","26-35",1,"A","3",0,24,1,15,16,12001
"17718","P00204242",1002792,"M","18-25",4,"C","1",0,24,6,8,NA,12403
"341377","P00192042",1004506,"M","51-55",16,"B","2",0,10,5,9,14,5396
"479033","P00159542",1001752,"M","26-35",3,"B","1",0,44,10,15,16,23112
"118993","P00277842",1000351,"M","18-25",4,"A","4+",0,30,1,NA,NA,15611
"509729","P00165842",1000533,"M","26-35",12,"A","1",0,28,14,NA,NA,15007
"408537","P00116842",1002909,"M","26-35",7,"A","1",0,26,2,5,8,13303
"443087","P00011242",1002124,"M","26-35",0,"B","1",1,40,7,NA,NA,20658
"128189","P00190742",1001727,"M","36-45",16,"B","2",1,20,3,4,9,10577
"251268","P00235842",1002783,"M","46-50",17,"C","0",1,14,11,15,16,7499
"121856","P00178042",1000842,"F","18-25",0,"B","3",0,18,8,14,NA,9725
"74153","P00010342",1005430,"F","46-50",1,"B","1",1,20,8,14,NA,9912
"159503","P00209642",1000679,"M","36-45",16,"C","4+",1,24,15,16,17,12889
"530752","P00177542",1003754,"M","55+",7,"C","1",1,38,1,8,NA,19266
"269842","P00182142",1005593,"M","51-55",16,"A","1",1,38,1,5,6,19269
"157641","P00304242",1000341,"F","55+",13,"C","2",1,36,1,6,NA,18956
"318170","P00024742",1001069,"M","26-35",20,"A","4+",0,8,8,11,NA,4079
"393051","P00249042",1000509,"M","26-35",2,"A","0",1,24,7,NA,NA,12866
"298730","P00296242",1003999,"M","36-45",17,"B","4+",0,16,8,NA,NA,7881
"211564","P00028042",1002665,"M","36-45",11,"B","1",0,8,1,16,NA,4067
"285849","P00120042",1001983,"M","26-35",14,"A","3",0,36,1,2,NA,19065
"419679","P00146742",1004520,"M","26-35",4,"C","1",1,30,1,13,14,15852
"280776","P00223242",1001272,"M","18-25",20,"B","0",0,10,5,14,NA,5397
"144138","P00232642",1004227,"M","26-35",19,"A","0",0,12,8,NA,NA,6121
"215065","P00274942",1003244,"F","18-25",4,"C","2",0,18,8,NA,NA,9703
"167705","P00332242",1001882,"M","36-45",16,"C","4+",0,14,1,16,NA,7602
"95657","P00153742",1002820,"F","36-45",0,"A","2",0,18,8,NA,NA,9723
"508432","P00171042",1000308,"M","26-35",2,"A","3",1,32,16,NA,NA,16443
"426820","P0094742",1005720,"M","26-35",0,"A","0",0,6,2,4,5,3614
"421624","P00134142",1004869,"F","46-50",6,"C","3",1,14,5,NA,NA,7069
"374264","P00205842",1003627,"F","36-45",1,"C","2",1,10,5,NA,NA,5222
"198312","P00120542",1000635,"M","55+",17,"C","4+",1,16,8,14,NA,7979
"443653","P00170642",1002221,"M","55+",17,"B","0",1,14,5,8,NA,7190
"146082","P00028442",1004505,"M","51-55",7,"C","1",0,30,1,8,16,15642
"282668","P00052642",1001546,"M","26-35",4,"A","4+",1,10,5,14,NA,5279
"363322","P00148542",1001908,"M","55+",13,"C","3",1,16,1,16,17,7884
"277297","P00210942",1000769,"M","46-50",17,"C","4+",1,16,5,12,NA,8624
"521609","P00306042",1002261,"M","26-35",5,"C","1",0,12,2,8,NA,6580
"235589","P00015342",1000329,"M","36-45",7,"A","1",0,18,2,4,NA,9698
"57350","P00288642",1002862,"M","46-50",7,"C","3",1,40,16,NA,NA,20343
"410426","P00080342",1003224,"F","26-35",14,"A","3",1,30,1,6,8,15646
"142869","P00145942",1004022,"M","36-45",14,"B","1",1,24,6,8,13,12037
"373314","P00348442",1003512,"M","18-25",17,"A","2",0,20,3,12,NA,10904
"450968","P00119042",1003490,"M","26-35",0,"C","4+",1,10,5,NA,NA,5186
"291068","P00132942",1002894,"M","18-25",4,"B","4+",0,30,1,NA,NA,15269
"242033","P00189842",1001301,"F","26-35",2,"C","1",1,20,3,4,5,10824
"484299","P00337942",1002627,"M","26-35",1,"B","2",1,14,5,NA,NA,6948
"237559","P00136942",1000673,"M","26-35",20,"A","4+",0,14,5,8,NA,6919
"422481","P00120842",1005015,"M","36-45",6,"B","2",1,18,8,17,NA,9785
"483634","P00112442",1002486,"M","18-25",12,"A","1",0,32,6,8,NA,16137
"410289","P00014942",1003201,"M","46-50",7,"B","0",1,16,8,NA,NA,7914
"381662","P00214442",1004685,"M","36-45",1,"B","2",1,8,8,NA,NA,4156
"450237","P00198642",1003391,"M","18-25",4,"A","0",0,14,8,14,NA,7779
"34558","P00087842",1005333,"F","26-35",7,"A","4+",0,2,12,NA,NA,1433
"445314","P00078742",1002570,"F","55+",14,"C","0",1,10,5,8,14,5411
"369925","P00163442",1003001,"M","18-25",4,"B","1",0,32,6,8,13,16140
"154379","P00255842",1005852,"F","26-35",1,"A","0",1,32,16,NA,NA,16508
"516791","P00131542",1001605,"F","18-25",0,"B","1",0,16,8,12,NA,7896
"193885","P00120642",1005948,"M","55+",13,"B","0",0,10,5,NA,NA,5143
"32016","P00260942",1004904,"M","51-55",15,"B","1",1,24,7,NA,NA,12293
"149599","P00187742",1005084,"M","18-25",4,"B","1",0,12,2,4,NA,6569
"324386","P00084642",1001920,"F","36-45",7,"B","1",0,2,13,16,NA,564
"23288","P00176042",1003629,"F","51-55",7,"B","0",0,12,8,17,NA,6061
"200638","P00183842",1001015,"M","36-45",3,"A","4+",1,4,4,9,12,2064
"142198","P00265242",1003933,"F","36-45",6,"A","1",0,10,5,8,NA,5385
"188698","P00111742",1005113,"M","26-35",0,"A","3",1,40,15,NA,NA,20914
"230712","P00110842",1005580,"M","46-50",7,"B","4+",0,38,1,2,5,19411
"411656","P00089542",1003402,"M","36-45",20,"B","4+",0,16,5,NA,NA,8677
"381718","P00348442",1004705,"F","18-25",0,"C","0",1,16,3,12,NA,8055
"432338","P00288642",1000562,"M","36-45",20,"C","2",0,32,16,NA,NA,16575
"77691","P00186442",1005972,"F","26-35",20,"B","0",0,10,5,NA,NA,5198
"76250","P00003442",1005757,"M","0-17",10,"C","2",0,6,4,5,8,2756
"83264","P00036742",1000877,"M","26-35",0,"B","1",1,30,1,16,NA,15455
"433179","P00328142",1000711,"M","26-35",18,"A","4+",0,12,8,16,NA,5902
"258117","P00053442",1003778,"M","26-35",0,"B","4+",1,22,1,2,16,11703
"86123","P00206642",1001285,"M","36-45",4,"A","0",1,10,5,NA,NA,5166
"492187","P00334042",1003807,"F","36-45",19,"B","2",0,22,1,11,15,11737
"518027","P00136342",1001755,"F","18-25",4,"B","4+",0,2,4,5,NA,757
"74719","P00282342",1005518,"M","51-55",17,"B","3",1,30,2,NA,NA,16111
"141861","P00109542",1003878,"M","36-45",16,"B","4+",0,16,8,14,17,7843
"91879","P00112442",1002102,"M","26-35",11,"B","3",0,38,6,8,NA,20271
"164413","P00289942",1001390,"M","36-45",16,"C","3",1,20,3,4,5,10586
"375813","P00339542",1003833,"M","26-35",1,"B","2",0,30,1,NA,NA,15262
"97356","P0097242",1003085,"M","26-35",4,"C","1",0,38,1,16,NA,19645
"297527","P00205142",1003829,"F","26-35",1,"B","1",0,12,8,NA,NA,5945
"90203","P00226742",1001882,"M","36-45",16,"C","4+",0,12,11,NA,NA,5904
"189300","P00177842",1005239,"M","36-45",7,"B","2",1,16,8,NA,NA,7905
"69706","P00106042",1004663,"M","26-35",4,"A","0",0,10,5,NA,NA,5412
"118555","P00174242",1000292,"M","36-45",7,"C","0",1,32,15,16,NA,16637
"377190","P00208742",1004033,"M","26-35",6,"B","1",0,24,1,6,16,11967
"270425","P00085242",1005674,"M","36-45",7,"B","3",0,20,8,14,17,9937
"418316","P00302042",1004352,"M","18-25",4,"B","0",0,10,5,NA,NA,5465
"342208","P00221542",1004650,"M","26-35",7,"C","2",1,10,5,15,NA,5367
"217486","P00037842",1003572,"M","36-45",11,"C","1",0,24,1,5,NA,12074
"528640","P00085342",1003476,"M","51-55",0,"B","2",1,46,10,13,NA,23433
"260307","P00061842",1004064,"M","46-50",0,"A","1",1,8,5,NA,NA,3688
"9220","P00177642",1001415,"M","46-50",14,"C","1",0,12,8,NA,NA,6122
"438203","P00322442",1001449,"M","36-45",20,"A","1",1,16,8,NA,NA,8090
"88214","P00076542",1001609,"F","36-45",9,"B","3",0,2,4,5,9,1404
"4461","P00322042",1000731,"M","46-50",3,"A","0",1,16,5,8,NA,8765
"402599","P00113042",1001907,"M","36-45",17,"C","1",0,12,11,16,NA,5946
"109722","P00277542",1004897,"M","36-45",16,"B","3",0,22,1,6,15,11584
"237408","P00334242",1000648,"F","26-35",12,"B","1",1,38,1,8,NA,19338
"54872","P00255842",1002398,"M","26-35",0,"B","1",0,32,16,NA,NA,16819
"2470","P00129642",1000398,"M","26-35",17,"B","3",1,18,5,NA,NA,8895
"121698","P00125342",1000816,"M","46-50",0,"C","2",0,12,11,NA,NA,5972
"32109","P00237542",1004927,"M","46-50",0,"B","4+",0,30,1,15,16,15685
"416925","P00182142",1004124,"M","26-35",18,"C","1",1,36,1,5,6,19112
"477304","P00086042",1001501,"M","26-35",11,"A","3",0,12,8,14,17,6067
"404108","P00008642",1002109,"M","26-35",16,"B","2",0,2,4,5,NA,1438
"305919","P00210542",1005111,"M","36-45",2,"B","1",1,4,5,NA,NA,1975
"77700","P00286742",1005972,"F","26-35",20,"B","0",0,30,1,16,NA,15607
"427490","P00049642",1005812,"F","26-35",7,"A","1",1,18,8,14,NA,9790
"456018","P00117042",1004177,"M","36-45",17,"C","2",0,36,1,2,5,19132
"264353","P00022542",1004682,"M","26-35",7,"B","3",1,4,5,NA,NA,1943
"527215","P00042442",1003280,"M","26-35",7,"B","1",0,4,5,NA,NA,1862
"107820","P00352842",1004573,"M","51-55",16,"C","1",1,24,2,6,15,12865
"4385","P00190442",1000720,"M","18-25",0,"B","0",0,2,4,12,NA,806
"12031","P00251242",1001807,"M","18-25",17,"C","3",0,10,5,11,NA,5385
"176914","P00339842",1003400,"M","26-35",14,"C","4+",1,30,1,14,15,15757
"488690","P00067942",1003358,"F","26-35",1,"B","3",0,14,5,14,NA,6862
"51264","P00120042",1001837,"M","26-35",2,"B","1",0,36,1,2,NA,18960
"143699","P00303542",1004140,"M","26-35",0,"B","4+",0,4,5,NA,NA,1908
"386365","P00052242",1005468,"M","26-35",12,"A","1",0,16,8,NA,NA,7939
"484517","P00275842",1002665,"M","36-45",11,"B","1",0,26,2,9,15,13309
"162286","P00368342",1001113,"M","18-25",4,"B","3",0,14,5,NA,NA,6971
"9056","P00111042",1001386,"F","26-35",0,"B","1",0,32,15,NA,NA,16904
"454228","P00140742",1003922,"M","18-25",4,"B","1",0,22,1,15,NA,11615
"149674","P00189042",1005096,"M","26-35",11,"B","2",0,20,8,NA,NA,9901
"385675","P00183242",1005364,"F","26-35",3,"A","3",0,10,5,15,NA,5350
"406604","P00221342",1002583,"M","36-45",7,"C","4+",0,30,1,2,5,15562
"251763","P00204242",1002860,"M","36-45",17,"A","2",0,32,6,8,NA,16276
"528653","P00181242",1003476,"M","51-55",0,"B","2",1,4,11,NA,NA,1675
"210069","P00288542",1002353,"F","36-45",9,"C","3",1,16,8,NA,NA,7943
"65642","P00182642",1004048,"F","36-45",1,"B","1",0,12,2,4,9,6577
"339679","P00253542",1004276,"F","46-50",0,"C","4+",1,20,8,NA,NA,9920
"161441","P00184942",1000998,"M","46-50",20,"A","0",1,30,1,8,17,15290
"486630","P00183242",1003012,"M","26-35",12,"C","1",1,6,5,15,NA,3522
"395517","P00212042",1000905,"F","46-50",12,"C","1",0,2,13,15,NA,762
"48329","P00005042",1001415,"M","46-50",14,"C","1",0,24,6,16,NA,12205
"88938","P00127942",1001694,"M","26-35",12,"B","3",1,16,1,2,5,8114
"516661","P00296242",1001587,"F","26-35",3,"B","3",0,8,8,NA,NA,3954
"533216","P00065342",1004079,"M","36-45",17,"B","3",1,26,2,15,NA,13095
"111708","P00233542",1005222,"M","26-35",12,"B","1",0,22,1,15,NA,11672
"321041","P00001542",1001447,"M","18-25",4,"A","0",0,24,1,2,14,12105
"162805","P00117442",1001170,"M","55+",3,"A","2",1,16,5,14,NA,8730
"162314","P00034842",1001117,"M","18-25",14,"B","3",0,16,5,14,NA,8575
"401462","P00129642",1001746,"M","26-35",4,"C","1",1,10,5,NA,NA,5190
"449674","P00223542",1003305,"M","55+",20,"C","0",0,36,1,8,17,18965
"8503","P00271142",1001303,"M","26-35",19,"A","4+",0,14,5,NA,NA,6966
"304623","P00021742",1004917,"M","46-50",0,"C","0",1,14,5,NA,NA,6939
"403062","P00111742",1001969,"F","26-35",3,"B","4+",0,40,15,NA,NA,20815
"128463","P00074142",1001755,"F","18-25",4,"B","4+",0,12,3,4,12,5720
"307457","P00035842",1005387,"F","26-35",1,"B","4+",1,14,5,6,9,6893
"124296","P00046742",1001194,"F","26-35",1,"B","1",1,30,1,2,15,15691
"535912","P00163142",1004482,"F","36-45",1,"A","1",0,24,6,8,NA,12537
"476202","P00116542",1001339,"M","36-45",18,"C","2",0,6,5,17,NA,3597
"113906","P0096842",1005576,"M","26-35",4,"C","3",0,20,3,4,12,10839
"286953","P00025442",1002125,"M","36-45",3,"C","0",0,38,1,2,9,19698
"291035","P00064642",1002888,"M","26-35",14,"B","2",1,16,1,NA,NA,7973
"479448","P00003642",1001820,"M","26-35",20,"B","1",1,12,8,NA,NA,5853
"79213","P00010742",1000190,"M","26-35",17,"A","1",0,14,1,8,17,7720
"357376","P00146042",1001088,"F","0-17",10,"A","3",0,22,1,13,15,11542
"24164","P00305142",1003746,"M","26-35",5,"B","0",1,22,1,NA,NA,11554
"7289","P00205442",1001143,"M","51-55",7,"C","4+",1,14,5,8,14,7105
"468769","P00035542",1000198,"M","26-35",12,"A","0",1,26,3,4,12,13378
"536728","P00239942",1004600,"M","26-35",0,"C","2",1,14,5,14,NA,6987
"97011","P00260042",1003031,"M","18-25",4,"A","3",0,16,5,8,NA,8576
"51496","P00021742",1001880,"M","36-45",0,"B","3",1,14,5,NA,NA,7076
"325111","P00278642",1002016,"F","55+",2,"C","2",1,10,5,NA,NA,5327
"320103","P00273942",1001311,"M","18-25",10,"C","1",0,4,5,12,NA,1966
"395231","P00073842",1000859,"M","26-35",12,"B","4+",1,16,1,15,17,8324
"22034","P00248742",1003474,"M","36-45",11,"C","4+",1,14,5,NA,NA,7143
"287361","P00046042",1002188,"F","18-25",19,"B","4+",0,6,5,17,NA,3592
"277654","P00084542",1000829,"M","0-17",19,"A","2",0,14,5,NA,NA,6942
"430344","P00310642",1000245,"M","36-45",16,"B","0",0,8,8,NA,NA,3923
"126720","P00161842",1001540,"M","46-50",0,"A","4+",1,36,10,13,16,18486
"100696","P00220442",1003596,"F","36-45",4,"A","3",0,16,5,14,NA,8617
"136026","P00123742",1003018,"M","36-45",0,"B","0",0,12,11,NA,NA,5963
"422252","P00270942",1004977,"M","26-35",4,"B","2",0,38,1,2,15,19443
"75163","P00322942",1005580,"M","46-50",7,"B","4+",0,30,2,8,16,15997
"463940","P00005742",1005460,"M","18-25",4,"A","4+",0,18,8,14,NA,9759
"134933","P00184242",1002854,"F","18-25",4,"B","1",0,8,9,15,NA,4633
"205290","P00085142",1001671,"M","36-45",0,"B","2",0,10,5,13,14,5282
"66669","P00184942",1004208,"F","36-45",0,"C","0",0,36,1,8,17,19151
"16321","P00025442",1002507,"M","26-35",4,"A","0",1,36,1,2,9,18996
"157021","P00241642",1000245,"M","36-45",16,"B","0",0,14,1,2,11,7783
"500013","P00221542",1005000,"M","26-35",4,"B","4+",0,16,5,15,NA,8619
"121440","P00003242",1000770,"M","18-25",4,"B","2",1,12,8,15,NA,5881
"338420","P00226542",1004058,"M","26-35",6,"B","3",1,30,1,5,NA,15754
"343389","P00112542",1004837,"M","26-35",5,"B","2",0,36,1,11,15,19164
"61049","P00178942",1003425,"M","18-25",20,"A","1",0,10,5,8,NA,5474
"141544","P00059942",1003830,"M","18-25",4,"C","1",0,12,8,14,NA,6185
"364540","P00202142",1002059,"M","36-45",0,"B","3",0,20,8,16,17,10012
"320903","P00316842",1001425,"M","0-17",10,"B","1",0,6,4,5,NA,2741
"378386","P00338542",1004217,"M","18-25",4,"B","2",0,30,1,NA,NA,15335
"20790","P00184942",1003295,"M","18-25",18,"B","1",0,36,1,8,17,18970
"52209","P00000942",1001958,"F","26-35",1,"B","3",0,22,1,NA,NA,11698
"76242","P00281642",1005755,"F","36-45",2,"B","1",0,30,1,8,NA,15315
"218437","P00214642",1003690,"M","18-25",0,"B","2",0,6,11,13,16,3018
"323927","P00212142",1001866,"M","26-35",7,"A","4+",1,12,8,NA,NA,5844
"194196","P00086842",1005986,"F","55+",1,"B","4+",1,36,14,16,NA,18747
"400298","P00201042",1001605,"F","18-25",0,"B","1",0,12,8,NA,NA,6007
"105772","P00221342",1004285,"M","36-45",0,"B","3",0,36,1,2,5,19137
"455836","P00118542",1004140,"M","26-35",0,"B","4+",0,16,5,8,NA,8788
"258660","P00291442",1003837,"M","26-35",17,"C","0",0,10,5,8,NA,5168
"416506","P00178142",1004064,"M","46-50",0,"A","1",1,12,8,17,NA,6098
"462972","P00157142",1005312,"M","26-35",1,"A","1",0,14,11,16,NA,7590
"349315","P00021342",1005795,"M","26-35",1,"A","1",1,8,5,8,NA,3694
"322297","P00018342",1001635,"M","26-35",0,"B","1",0,12,11,NA,NA,6027
"34674","P00344042",1005352,"F","36-45",5,"C","1",1,2,18,NA,NA,847
"276529","P00199742",1000651,"M","36-45",7,"B","2",0,10,5,16,NA,5422
"396510","P00265742",1001061,"M","46-50",0,"C","0",1,14,5,12,NA,7163
"60560","P00003042",1003364,"M","55+",13,"C","4+",0,8,8,NA,NA,4187
"454420","P00255942",1003946,"F","26-35",12,"B","0",0,30,1,16,NA,15171
"439752","P00150142",1001676,"M","18-25",4,"B","4+",0,16,8,NA,NA,7813
"58855","P00113342",1003081,"M","26-35",7,"B","1",1,36,1,8,17,19131
"458161","P00084042",1004484,"F","26-35",17,"C","1",0,4,12,14,NA,1775
"12795","P00023142",1001922,"F","26-35",7,"B","4+",0,6,5,14,NA,3581
"496486","P00224042",1004425,"M","36-45",7,"B","1",0,12,8,NA,NA,5885
"166850","P00189642",1001749,"M","26-35",2,"B","1",1,16,8,13,NA,8137
"369565","P00117442",1002937,"F","18-25",4,"A","4+",0,14,5,14,NA,6874
"169505","P00126142",1002115,"M","36-45",17,"C","1",0,16,8,16,NA,8093
"248138","P00035842",1002168,"M","0-17",10,"B","4+",0,18,5,6,9,8873
"502584","P00115142",1005433,"F","36-45",17,"B","3",1,22,1,8,17,11927
"350507","P00293042",1005996,"F","26-35",0,"B","1",1,12,8,NA,NA,5934
"358830","P00112342",1001267,"M","26-35",15,"C","1",0,2,13,16,NA,953
"204571","P00184942",1001584,"M","26-35",19,"B","4+",0,36,1,8,17,19161
"386652","P00233942",1005511,"M","46-50",1,"B","1",1,24,1,15,NA,12001
"360739","P00146742",1001546,"M","26-35",4,"A","4+",1,30,1,13,14,15878
"534705","P00145642",1004322,"F","51-55",6,"B","1",0,16,1,8,17,8118
"85653","P00231842",1001224,"M","51-55",13,"B","4+",0,18,8,NA,NA,9870
"87569","P00158442",1001496,"M","26-35",17,"A","2",0,4,5,NA,NA,1945
"445934","P00295842",1002684,"F","18-25",0,"C","3",1,10,5,8,NA,5423
"434387","P00126042",1000899,"F","26-35",1,"B","3",1,14,8,14,NA,7795
"402724","P00365142",1001925,"M","51-55",7,"B","1",0,32,6,16,NA,16443
"86316","P00112442",1001311,"M","18-25",10,"C","1",0,38,6,8,NA,20207
"524496","P00245642",1002842,"M","36-45",17,"C","4+",0,14,5,11,12,6914
"454997","P00339242",1004028,"M","26-35",4,"A","2",0,4,5,NA,NA,1929
"126670","P00183242",1001524,"M","18-25",4,"B","1",0,14,5,15,NA,6960
"260585","P00248142",1004105,"M","51-55",7,"C","1",1,10,5,NA,NA,5146
"322741","P00114742",1001692,"M","36-45",20,"A","4+",1,18,8,NA,NA,9774
"327746","P00241042",1002469,"M","26-35",4,"B","4+",0,12,8,NA,NA,5904
"468368","P00251942",1000139,"F","26-35",20,"C","2",0,30,1,2,5,15165
"113543","P00321742",1005523,"M","36-45",0,"B","2",1,14,5,8,17,7128
"45860","P00128742",1001084,"M","0-17",19,"C","0",0,24,1,NA,NA,12098
"341655","P00232442",1004543,"M","26-35",2,"A","0",0,10,5,NA,NA,5261
"463008","P00085742",1005317,"F","26-35",0,"A","1",0,6,4,8,NA,2750
"92676","P00124642",1002215,"F","26-35",0,"B","2",1,32,16,NA,NA,16518
"415917","P00349942",1003999,"M","36-45",17,"B","4+",0,30,1,5,NA,15840
"437612","P00304642",1001356,"F","18-25",4,"B","2",0,14,2,14,15,6919
"59409","P00066542",1003189,"M","26-35",16,"A","1",0,16,1,15,16,8007
"384897","P00184942",1005239,"M","36-45",7,"B","2",1,38,1,8,17,19469
"262327","P00337542",1004381,"M","26-35",4,"B","3",1,14,5,14,NA,6999
"138876","P00241142",1003478,"M","26-35",7,"A","1",1,12,8,NA,NA,5822
"183499","P00254242",1004305,"F","46-50",17,"B","1",1,10,5,11,12,5449
"481040","P00075442",1002030,"M","26-35",4,"B","1",0,14,5,11,NA,6893
"167738","P00277642",1001884,"M","46-50",20,"B","1",1,24,2,3,10,12960
"297369","P00059442",1003813,"M","36-45",7,"C","2",0,32,6,8,16,16405
"173345","P00362342",1002831,"M","26-35",0,"C","4+",0,14,5,NA,NA,6877
"221248","P00177942",1004079,"M","36-45",17,"B","3",1,14,5,8,NA,7093
"513616","P00181542",1001146,"F","18-25",16,"B","2",1,12,11,16,NA,5931
"119937","P00111242",1000524,"M","18-25",0,"A","0",0,24,1,18,NA,11964
"432864","P00130642",1000665,"M","18-25",2,"C","4+",1,12,11,16,NA,6078
"180895","P00218342",1003934,"M","26-35",0,"B","2",0,8,5,NA,NA,3704
"378127","P00273342",1004161,"M","46-50",0,"B","3",1,36,10,NA,NA,18702
"458082","P00103342",1004476,"M","46-50",1,"C","0",1,16,8,NA,NA,8009
"494397","P00170942",1004086,"F","0-17",10,"B","2",0,14,5,8,14,7138
"91148","P00280442",1001999,"F","36-45",3,"C","1",0,12,11,NA,NA,6178
"223578","P00340642",1004445,"M","26-35",3,"A","4+",0,4,5,NA,NA,2044
"454227","P00315742",1003922,"M","18-25",4,"B","1",0,4,5,NA,NA,1966
"532288","P00126642",1003958,"M","46-50",7,"C","1",0,8,8,NA,NA,4172
"37154","P00105142",1005728,"F","36-45",20,"C","3",0,38,1,2,15,19317
"337994","P00180442",1004014,"M","26-35",0,"C","2",1,12,11,NA,NA,6087
"15202","P00240042",1002261,"M","26-35",5,"C","1",0,10,5,NA,NA,5184
"317161","P00123142",1000918,"F","46-50",1,"C","1",0,6,11,NA,NA,2981
"174932","P00090942",1003067,"F","26-35",0,"A","1",0,38,1,2,14,19365
"344171","P00278642",1004969,"M","18-25",19,"A","2",0,16,5,NA,NA,8722
"493594","P00235542",1003998,"M","46-50",0,"C","4+",1,12,11,16,NA,6148
"38108","P00088242",1005863,"F","26-35",14,"C","4+",0,24,6,10,13,12271
"128471","P00183642",1001757,"M","26-35",4,"B","4+",0,6,4,5,9,2814
"69700","P00145442",1004662,"F","18-25",4,"B","1",1,16,8,15,NA,8127
"131752","P00116742",1002223,"M","26-35",2,"B","0",1,8,11,NA,NA,4558
"249067","P00326742",1002340,"M","36-45",2,"A","2",0,14,11,NA,NA,7498
"484765","P00142942",1002717,"M","26-35",4,"C","4+",0,22,1,2,16,11467
"481573","P00217942",1002105,"M","26-35",1,"A","0",1,10,5,NA,NA,5343
"221818","P00209842",1004165,"F","26-35",14,"A","1",0,14,5,8,NA,6870
"391316","P00216342",1000202,"M","18-25",4,"A","3",0,26,3,4,5,13669
"291825","P00010342",1003014,"M","36-45",7,"B","4+",1,14,8,14,NA,7779
